url_path,views_total,views_unique
/norwegian-geotechnical-institute/geoinquire-va2-34-2,6,4
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Geo-INQUIRE_logo_small.png,2,2
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Code/Hazard.py,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Code/HazardProcessor.py,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Data/MeanMaxDayRain.asc,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Data/StdMaxDayRain.txt,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Data/input_variables.xlsx,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap/Code,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap/Data,1,1
