url_path,views_total,views_unique
/norwegian-geotechnical-institute/geoinquire-va2-34-2,4,3
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Geo-INQUIRE_logo_small.png,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/issues,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/projects,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/pulls,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/pulse,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/watchers,1,1
