url_path,views_total,views_unique
/norwegian-geotechnical-institute/geoinquire-va2-34-2,7,3
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap/Data,6,2
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap,4,2
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main,3,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Data/MeanMaxDayRain.asc,2,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/.github,2,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/blob/main/Tool-HazardMap/Data/StdMaxDayRain.asc,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/.github/workflows,1,1
/norwegian-geotechnical-institute/geoinquire-va2-34-2/tree/main/Tool-HazardMap/Code,1,1
